statecode,countycode,v161_numerator,v161_denominator,v161_rawvalue,v161_otherdata1,v161_cilow,v161_cihigh,v161_sourceflag,v161_flag_CT
01,047,22,182194,13.803879735016206,12.075040890479379,8.431768356869306,21.318972688912613,,
01,049,65,361160,17.490067817080867,17.99756340680031,13.346764308504293,22.51318422206254,,
01,051,75,442508,16.324410653482396,16.948846122555974,12.772845954484279,20.55789353822313,,
01,053,47,182834,24.579108830328188,25.70637846352429,17.85921810346101,32.996306363810525,,
01,055,108,515069,21.463610104478704,20.968064472915277,17.270661614713667,25.65655859424374,,
01,057,16,80337,17.920942804926746,19.91610341436698,10.030215647392327,29.55786982515114,,
01,059,23,159128,16.259676539379363,14.453773063194411,10.18985272088085,24.617345682853884,,
01,061,31,134142,22.02655851585136,23.109838827511144,14.636488170509908,31.83450983399747,,
01,063,,,,,,,,
01,065,14,74023,17.72869842596089,18.913040541453334,9.439785248602703,30.31661424021159,,
